7    0.8602547919014187 0.28840598275334506 74000.0    9.062499554615489	1390337 249
8    0.5885841135867865 0.14968294670696602 67982.0    9.07128649691162	1400000 251
9    0.6064065919197257 0.1985524640660266 65225.0    9.17327239479391	1400000 251
10    0.6024179214527371 0.14745193757473762 62716.0    13.783479479611422	1400000 254
11    0.6055742209929539 0.15363517170367513 66850.0    16.899684495623323	1300000 242
12    0.5885841135867865 0.14968294670696602 64799.0    11.292622108881414	1400000 251
13    0.6573535821440586 0.22873464433886018 62313.0    8.31046041449283	1500000 255
14    0.6185872964329372 0.219527629582282 60196.0    4.538470101933878	1500000 253
15    0.6110285592391612 0.22854852505489134 60590.0    17.33103542884921	1600000 253
16    0.6347533214429933 0.2014677686342209 62708.0    19.73147394368632	1300000 243
17    0.6097292223184708 0.20116250034365832 63091.0    14.859393292891406	1400000 250
18    0.597304789145306 0.21384691410830212 59372.0    14.964446083493574	1500000 249
19    0.6118938487323008 0.14375555364097328 63146.0    11.332306194829252	1300000 239
20    0.6321245939281014 0.14053555741921153 63600.0    15.57169164376483	1300000 244
21    0.5937732304624688 0.14372648992137305 64609.0    17.32048139041962	1400000 249
22    0.57605280365375 0.14264122601350204 64594.0    8.813593666135178	1400000 241
23    0.6058880745662149 0.1541103401759493 65479.0    9.247377014955301	1300000 243
24    0.5814819669491991 0.1512115441880368 64581.0    16.036190992722734	1400000 249
25    0.8511145536011182 0.3567718026462641 46555.0    9.869784449168733	1346322 247
26    0.8142733495016053 0.3885773705261793 46522.0    11.560623384734955	1477194 239
27    0.8645816680948828 0.3625866528012183 46052.0    10.87512493640471	1331615 246
28    0.6129763773707286 0.15742671312125003 65192.0    20.79283048910146	1300000 247
29    0.6127253953257182 0.15104789538636396 64343.0    12.730812766535632	1300000 243
30    0.5593100800854269 0.16098796700872994 63142.0    11.45404647914807	1400000 242
31    0.8558905059050631 0.28607764339343933 75972.0    14.046766770467961	1399446 247
32    0.8770603565576404 0.28473045957303217 71094.0    17.773177640079997	1366567 246
33    0.852986849394294 0.2832674929581935 70707.0    13.055790893235724	1405906 249
34    0.6065232088911363 0.14848412559359095 68695.0    5.439408349127038	1300000 240
35    0.6053363103111816 0.1526375151876413 71042.0    9.331322156833512	1300000 241
36    0.5886275395370621 0.15146287567826092 68680.0    16.804838909791936	1400000 251
37    0.6062403882983629 0.1991280308300303 67177.0    9.917553978771963	1400000 252
38    0.6227911781682121 0.18922767854507402 66644.0    12.683383534710027	1300000 247
39    0.6163416639884395 0.19406496237881216 68349.0    7.69703500383903	1300000 241
0    0.6185872964329372 0.219527629582282 60196.0    4.538470101933878	1500000 253
1    0.5953111862000046 0.14901596989597438 65000.0    5.2026795558182775	1400000 253
2    0.6065232088911363 0.14848412559359095 68695.0    5.439408349127038	1300000 240
3    0.6267106070226003 0.21815452287205084 62754.0    5.468266152853348	1400000 240
4    0.6152769993205135 0.21108593226726988 62211.0    6.053060116848718	1400000 243
5    0.6024179214527371 0.14745193757473762 65766.0    6.9269575438321525	1400000 254
6    0.6163416639884395 0.19406496237881216 68349.0    7.69703500383903	1300000 241
7    0.5946094883004905 0.14838002855472252 65313.0    7.859533573627534	1400000 252
8    0.8421838830462558 0.37315423504325523 47731.0    8.092799156933399	1385665 242
9    0.6573535821440586 0.22873464433886018 62313.0    8.31046041449283	1500000 255
10    0.6259718983829088 0.21722352547645452 60454.0    6.042575729958305	1400000 240
11    0.6292516062811899 0.2263325540753724 59415.0    12.953443260578863	1500000 247
12    0.6115972015763615 0.22051020774759916 59413.0    11.06689000934858	1500000 247
13    0.6244188886448664 0.1562429897222766 67254.0    15.97927137032167	1300000 250
14    0.5875948692766674 0.1499539051975302 64591.0    13.360871891617567	1400000 251
15    0.580414839523575 0.15611585623335406 62612.0    10.215407628239282	1400000 250
16    0.6257224336373393 0.14171842310679006 66848.0    14.701779128623981	1300000 242
17    0.6010543623176298 0.14150368830798668 69138.0    12.916625222604184	1400000 250
18    0.5888066964936781 0.15042628237325914 65274.0    9.536496261211523	1400000 251
19    0.6365686539464969 0.2126857383536138 60245.0    11.827452478665698	1400000 249
20    0.657615210084144 0.2079217674559632 65241.0    17.127932951822263	1300000 246
21    0.6177173162437187 0.21264273870242872 64590.0    12.137623836200206	1400000 243
22    0.5960753191061311 0.2029218922929512 63055.0    14.740985784635082	1400000 243
23    0.6269476080993722 0.21923789302998484 63295.0    13.25198833376695	1400000 238
24    0.6016931899389573 0.21511405601821704 63726.0    14.33105552742439	1500000 250
